Year,City,Population,Violent Crime Total,Murder and Nonnegligent Manslaughter,Rape,Robbery,Aggravated Assault,Property Crime Total,Burglary,Larceny-Theft,Motor Vehicle Theft,Violent Crime Rate,Murder and Nonnegligent Manslaughter Rate,Rape Rate,Robbery Rate,Aggravated Assault Rate,Property Crime Rate,Burglary Rate,Larceny-Theft Rate,Motor Vechicle Theft Rate
"2003","Santa Ana, CA","347,016","1,788","17","76","739","956","9,728","1,110","5,932","2,686","515.3","4.9","21.9","213.0","275.5","2,803.3","319.9","1,709.4","774.0"
"2004","Santa Ana, CA","346,461","1,858","25","73","565","1,195","9,906","1,238","5,442","3,226","536.3","7.2","21.1","163.1","344.9","2,859.2","357.3","1,570.7","931.1"
"2005","Santa Ana, CA","344,991","1,845","17","74","644","1,110","10,292","1,194","5,515","3,583","534.8","4.9","21.4","186.7","321.7","2,983.3","346.1","1,598.6","1,038.6"
"2006","Santa Ana, CA","343,433","1,998","26","73","787","1,112","8,630","1,074","4,956","2,600","581.8","7.6","21.3","229.2","323.8","2,512.9","312.7","1,443.1","757.1"
"2007","Santa Ana, CA","340,223","1,947","23","65","779","1,080","7,797","1,013","4,684","2,100","572.3","6.8","19.1","229.0","317.4","2,291.7","297.7","1,376.7","617.2"
"2008","Santa Ana, CA","339,674","1,726","30","66","842","788","6,980","1,097","4,348","1,535","508.1","8.8","19.4","247.9","232.0","2,054.9","323.0","1,280.1","451.9"
"2009","Santa Ana, CA","339,196","1,726","25","77","869","755","6,798","1,160","4,165","1,473","508.9","7.4","22.7","256.2","222.6","2,004.2","342.0","1,227.9","434.3"
"2010","Santa Ana, CA","324,528","1,510","28","88","719","675","6,580","1,116","4,189","1,275","465.3","8.6","27.1","221.6","208.0","2,027.6","343.9","1,290.8","392.9"
"2011","Santa Ana, CA","328,343","1,313","13","62","591","647","6,575","1,067","4,222","1,286","399.9","4.0","18.9","180.0","197.1","2,002.5","325.0","1,285.9","391.7"
"2012","Santa Ana, CA","332,482","1,334","11","55","541","727","7,389","1,032","4,779","1,578","401.2","3.3","16.5","162.7","218.7","2,222.4","310.4","1,437.4","474.6"
"2013","Santa Ana, CA","332,848","1,121","13","51","463","594","6,425","803","4,163","1,459","336.8","3.9","15.3","139.1","178.5","1,930.3","241.3","1,250.7","438.3"
"2014","Santa Ana, CA","336,462","1,260","18","115","452","675","5,784","793","3,685","1,306","374.5","5.3","34.2","134.3","200.6","1,719.1","235.7","1,095.2","388.2"
"2001","Stockton, CA","248,301","3,296","30","144","1,030","2,092","16,432","2,871","10,558","3,003","1,327.4","12.1","58.0","414.8","842.5","6,617.8","1,156.3","4,252.1","1,209.4"
"2002","Stockton, CA","252,727","3,693","36","141","1,171","2,345","17,421","2,965","11,003","3,453","1,461.3","14.2","55.8","463.3","927.9","6,893.2","1,173.2","4,353.7","1,366.3"
"2003","Stockton, CA","265,593","3,625","37","155","1,208","2,225","18,779","3,125","11,791","3,863","1,364.9","13.9","58.4","454.8","837.7","7,070.6","1,176.6","4,439.5","1,454.5"
"2004","Stockton, CA","274,598","3,700","40","108","1,187","2,365","18,405","3,067","11,023","4,315","1,347.4","14.6","39.3","432.3","861.3","6,702.5","1,116.9","4,014.2","1,571.4"
"2005","Stockton, CA","281,747","4,202","41","109","1,357","2,695","18,861","3,434","11,487","3,940","1,491.4","14.6","38.7","481.6","956.5","6,694.3","1,218.8","4,077.1","1,398.4"
"2006","Stockton, CA","289,510","4,288","37","102","1,519","2,630","19,719","3,836","12,202","3,681","1,481.1","12.8","35.2","524.7","908.4","6,811.2","1,325.0","4,214.7","1,271.5"
"2007","Stockton, CA","297,170","4,216","29","105","1,615","2,467","18,677","4,054","11,783","2,840","1,418.7","9.8","35.3","543.5","830.2","6,285.0","1,364.2","3,965.1","955.7"
"2008","Stockton, CA","293,073","4,322","24","112","1,558","2,628","17,955","4,353","11,102","2,500","1,474.7","8.2","38.2","531.6","896.7","6,126.5","1,485.3","3,788.1","853.0"
"2009","Stockton, CA","292,212","3,703","33","82","1,259","2,329","15,427","3,980","9,274","2,173","1,267.2","11.3","28.1","430.9","797.0","5,279.4","1,362.0","3,173.7","743.6"
"2010","Stockton, CA","291,707","4,033","49","107","1,413","2,464","16,177","4,482","9,654","2,041","1,382.6","16.8","36.7","484.4","844.7","5,545.6","1,536.5","3,309.5","699.7"
"2011","Stockton, CA","295,136","4,155","58","90","1,323","2,684","15,463","4,133","9,651","1,679","1,407.8","19.7","30.5","448.3","909.4","5,239.3","1,400.4","3,270.0","568.9"
"2012","Stockton, CA","299,105","4,630","71","90","1,556","2,913","15,258","4,416","8,339","2,503","1,548.0","23.7","30.1","520.2","973.9","5,101.2","1,476.4","2,788.0","836.8"
"2013","Stockton, CA","299,796","3,622","32","91","1,088","2,411","15,080","4,189","8,748","2,143","1,208.2","10.7","30.4","362.9","804.2","5,030.1","1,397.3","2,918.0","714.8"
"2014","Stockton, CA","299,519","3,988","49","134","1,098","2,707","13,148","3,124","8,082","1,942","1,331.5","16.4","44.7","366.6","903.8","4,389.7","1,043.0","2,698.3","648.4"
"2001","Aurora, CO","283,876","1,641","17","205","487","932","15,346","1,847","10,511","2,988","578.1","6.0","72.2","171.6","328.3","5,405.9","650.6","3,702.7","1,052.6"
"2002","Aurora, CO","289,584","1,827","16","242","546","1,023","16,192","2,170","10,520","3,502","630.9","5.5","83.6","188.5","353.3","5,591.5","749.4","3,632.8","1,209.3"
"2003","Aurora, CO","288,830","1,700","18","227","572","883","15,294","2,338","10,298","2,658","588.6","6.2","78.6","198.0","305.7","5,295.2","809.5","3,565.4","920.3"
"2004","Aurora, CO","293,655","1,739","13","193","554","979","15,044","2,654","9,931","2,459","592.2","4.4","65.7","188.7","333.4","5,123.0","903.8","3,381.9","837.4"
"2005","Aurora, CO","295,888","1,835","28","223","644","940","14,719","2,474","9,503","2,742","620.2","9.5","75.4","217.6","317.7","4,974.5","836.1","3,211.7","926.7"
"2006","Aurora, CO","302,855","1,857","18","217","600","1,022","12,799","2,469","8,291","2,039","613.2","5.9","71.7","198.1","337.5","4,226.1","815.2","2,737.6","673.3"
"2007","Aurora, CO","307,621","1,685","14","191","584","896","11,784","2,321","7,745","1,718","547.8","4.6","62.1","189.8","291.3","3,830.7","754.5","2,517.7","558.5"
"2008","Aurora, CO","316,323","1,621","18","187","555","861","10,661","2,220","7,145","1,296","512.5","5.7","59.1","175.5","272.2","3,370.3","701.8","2,258.8","409.7"
"2009","Aurora, CO","324,014","1,520","19","214","553","734","10,029","2,051","6,812","1,166","469.1","5.9","66.0","170.7","226.5","3,095.2","633.0","2,102.4","359.9"
"2010","Aurora, CO","325,078","1,449","24","181","507","737","10,056","2,291","6,875","890","445.7","7.4","55.7","156.0","226.7","3,093.4","704.8","2,114.9","273.8"
"2011","Aurora, CO","330,740","1,448","9","183","504","752","9,875","2,144","6,861","870","437.8","2.7","55.3","152.4","227.4","2,985.7","648.2","2,074.4","263.0"
"2012","Aurora, CO","336,952","1,433","29","179","483","742","10,059","1,791","7,370","898","425.3","8.6","53.1","143.3","220.2","2,985.3","531.5","2,187.3","266.5"
"2013","Aurora, CO","343,484","1,429","20","224","469","716","10,779","1,977","7,804","998","416.0","5.8","65.2","136.5","208.5","3,138.1","575.6","2,272.0","290.6"
"2014","Aurora, CO","350,948","1,430","9","273","414","734","9,963","1,813","7,087","1,063","407.5","2.6","77.8","118.0","209.1","2,838.9","516.6","2,019.4","302.9"
"2001","Colorado Springs, CO","370,661","1,798","14","224","440","1,120","16,877","3,012","12,516","1,349","485.1","3.8","60.4","118.7","302.2","4,553.2","812.6","3,376.7","363.9"
"2002","Colorado Springs, CO","378,114","1,920","25","230","460","1,205","18,525","3,888","13,025","1,612","507.8","6.6","60.8","121.7","318.7","4,899.3","1,028.3","3,444.7","426.3"
"2003","Colorado Springs, CO","374,818","1,733","17","240","424","1,052","18,536","3,364","13,355","1,817","462.4","4.5","64.0","113.1","280.7","4,945.3","897.5","3,563.1","484.8"
"2004","Colorado Springs, CO","374,576","1,615","14","272","350","979","20,341","3,817","14,450","2,074","431.2","3.7","72.6","93.4","261.4","5,430.4","1,019.0","3,857.7","553.7"
"2005","Colorado Springs, CO","374,482","1,792","12","250","439","1,091","19,615","3,674","14,164","1,777","478.5","3.2","66.8","117.2","291.3","5,237.9","981.1","3,782.3","474.5"
"2006","Colorado Springs, CO","376,807","2,143","15","250","612","1,266","18,075","3,347","12,940","1,788","568.7","4.0","66.3","162.4","336.0","4,796.9","888.3","3,434.1","474.5"
"2007","Colorado Springs, CO","374,112","1,986","27","286","529","1,144","16,551","3,180","11,888","1,483","530.9","7.2","76.4","141.4","305.8","4,424.1","850.0","3,177.7","396.4"
"2008","Colorado Springs, CO","378,403","1,990","24","333","518","1,115","16,064","3,402","11,540","1,122","525.9","6.3","88.0","136.9","294.7","4,245.2","899.0","3,049.7","296.5"
"2009","Colorado Springs, CO","401,626","1,968","15","346","523","1,084","14,709","3,303","10,346","1,060","490.0","3.7","86.1","130.2","269.9","3,662.4","822.4","2,576.0","263.9"
"2010","Colorado Springs, CO","416,427","1,961","20","323","526","1,092","16,793","3,452","12,053","1,288","470.9","4.8","77.6","126.3","262.2","4,032.6","829.0","2,894.4","309.3"
"2011","Colorado Springs, CO","423,680","1,865","26","319","449","1,071","15,866","3,323","11,375","1,168","440.2","6.1","75.3","106.0","252.8","3,744.8","784.3","2,684.8","275.7"
"2012","Colorado Springs, CO","432,287","1,968","18","358","523","1,069","17,899","3,641","12,456","1,802","455.3","4.2","82.8","121.0","247.3","4,140.5","842.3","2,881.4","416.9"
"2013","Colorado Springs, CO","436,108","1,872","26","370","416","1,060","18,172","3,735","12,509","1,928","429.3","6.0","84.8","95.4","243.1","4,166.9","856.4","2,868.3","442.1"
"2014","Colorado Springs, CO","444,949","2,027","20","400","408","1,199","16,321","2,755","11,920","1,646","455.6","4.5","89.9","91.7","269.5","3,668.1","619.2","2,679.0","369.9"
"2001","Miami, FL","371,863","7,210","66","118","2,719","4,307","28,081","6,218","16,635","5,228","1,938.9","17.7","31.7","731.2","1,158.2","7,551.4","1,672.1","4,473.4","1,405.9"
"2002","Miami, FL","379,044","7,228","65","96","2,706","4,361","26,724","5,962","15,886","4,876","1,906.9","17.1","25.3","713.9","1,150.5","7,050.4","1,572.9","4,191.1","1,286.4"
"2003","Miami, FL","381,651","7,157","74","107","2,928","4,048","26,370","5,878","15,404","5,088","1,875.3","19.4","28.0","767.2","1,060.7","6,909.5","1,540.2","4,036.1","1,333.2"
"2004","Miami, FL","385,186","6,461","69","102","2,367","3,923","24,505","5,556","14,652","4,297","1,677.4","17.9","26.5","614.5","1,018.5","6,361.9","1,442.4","3,803.9","1,115.6"
"2005","Miami, FL","388,295","6,134","54","62","2,019","3,999","23,321","5,377","13,930","4,014","1,579.7","13.9","16.0","520.0","1,029.9","6,006.0","1,384.8","3,587.5","1,033.8"
"2006","Miami, FL","392,934","5,931","77","101","2,111","3,642","20,288","4,442","11,967","3,879","1,509.4","19.6","25.7","537.2","926.9","5,163.2","1,130.5","3,045.5","987.2"
"2007","Miami, FL","410,252","6,119","78","57","2,537","3,447","21,183","4,829","12,478","3,876","1,491.5","19.0","13.9","618.4","840.2","5,163.4","1,177.1","3,041.5","944.8"
"2008","Miami, FL","427,740","5,709","63","42","2,415","3,189","22,198","4,941","13,591","3,666","1,334.7","14.7","9.8","564.6","745.5","5,189.6","1,155.1","3,177.4","857.1"
"2009","Miami, FL","419,205","4,983","59","65","2,094","2,765","20,778","4,856","13,386","2,536","1,188.7","14.1","15.5","499.5","659.6","4,956.5","1,158.4","3,193.2","605.0"
"2010","Miami, FL","399,457","4,879","68","46","1,856","2,909","21,218","4,604","14,165","2,449","1,221.4","17.0","11.5","464.6","728.2","5,311.7","1,152.6","3,546.1","613.1"
"2011","Miami, FL","404,901","4,849","68","96","2,002","2,683","22,921","5,141","15,080","2,700","1,197.6","16.8","23.7","494.4","662.6","5,660.9","1,269.7","3,724.4","666.8"
"2012","Miami, FL","414,327","4,856","69","65","2,096","2,626","22,271","4,255","15,305","2,711","1,172.0","16.7","15.7","505.9","633.8","5,375.2","1,027.0","3,693.9","654.3"
"2013","Miami, FL","418,394","4,945","71","96","2,216","2,562","20,928","3,993","15,021","1,914","1,181.9","17.0","22.9","529.6","612.3","5,002.0","954.4","3,590.2","457.5"
"2014","Miami, FL","421,996","4,473","81","110","1,790","2,492","20,394","3,659","14,514","2,221","1,060.0","19.2","26.1","424.2","590.5","4,832.7","867.1","3,439.4","526.3"
"2001","Orlando, FL","190,769","3,685","15","135","1,086","2,449","18,678","3,529","12,842","2,307","1,931.7","7.9","70.8","569.3","1,283.8","9,790.9","1,849.9","6,731.7","1,209.3"
"2002","Orlando, FL","194,454","3,619","15","121","1,034","2,449","17,514","3,710","11,602","2,202","1,861.1","7.7","62.2","531.7","1,259.4","9,006.8","1,907.9","5,966.4","1,132.4"
"2003","Orlando, FL","197,268","3,322","21","136","849","2,316","17,024","3,593","11,511","1,920","1,684.0","10.6","68.9","430.4","1,174.0","8,629.9","1,821.4","5,835.2","973.3"
"2004","Orlando, FL","203,764","3,562","17","174","962","2,409","16,872","3,601","11,292","1,979","1,748.1","8.3","85.4","472.1","1,182.3","8,280.2","1,767.2","5,541.7","971.2"
"2005","Orlando, FL","210,290","3,801","22","165","1,204","2,410","18,226","3,882","12,175","2,169","1,807.5","10.5","78.5","572.5","1,146.0","8,667.1","1,846.0","5,789.6","1,031.4"
"2006","Orlando, FL","216,819","4,300","49","163","1,528","2,560","18,318","3,662","12,320","2,336","1,983.2","22.6","75.2","704.7","1,180.7","8,448.5","1,689.0","5,682.2","1,077.4"
"2007","Orlando, FL","224,417","4,269","39","162","1,534","2,534","19,181","4,164","12,778","2,239","1,902.3","17.4","72.2","683.5","1,129.1","8,547.0","1,855.5","5,693.9","997.7"
"2008","Orlando, FL","229,808","3,829","43","131","1,320","2,335","19,703","4,279","13,693","1,731","1,666.2","18.7","57.0","574.4","1,016.1","8,573.7","1,862.0","5,958.5","753.2"
"2009","Orlando, FL","235,109","2,814","28","117","767","1,902","17,357","3,770","12,332","1,255","1,196.9","11.9","49.8","326.2","809.0","7,382.5","1,603.5","5,245.2","533.8"
"2010","Orlando, FL","238,300","2,574","18","113","672","1,771","15,565","4,015","10,357","1,193","1,080.2","7.6","47.4","282.0","743.2","6,531.7","1,684.9","4,346.2","500.6"
"2011","Orlando, FL","241,548","2,591","29","119","697","1,746","17,145","4,165","11,669","1,311","1,072.7","12.0","49.3","288.6","722.8","7,098.0","1,724.3","4,830.9","542.7"
"2012","Orlando, FL","246,513","2,508","24","103","603","1,778","16,304","3,778","11,222","1,304","1,017.4","9.7","41.8","244.6","721.3","6,613.8","1,532.6","4,552.3","529.0"
"2013","Orlando, FL","253,238","2,316","17","126","573","1,600","16,489","3,485","11,984","1,020","914.6","6.7","49.8","226.3","631.8","6,511.3","1,376.2","4,732.3","402.8"
"2014","Orlando, FL","259,675","2,340","15","167","620","1,538","16,515","3,342","12,182","991","901.1","5.8","64.3","238.8","592.3","6,359.9","1,287.0","4,691.2","381.6"
"2001","Tampa, FL","311,310","6,616","34","212","2,359","4,011","28,232","6,096","15,586","6,550","2,125.2","10.9","68.1","757.8","1,288.4","9,068.8","1,958.2","5,006.6","2,104.0"
"2002","Tampa, FL","317,322","6,289","37","204","2,334","3,714","29,091","6,283","16,088","6,720","1,981.9","11.7","64.3","735.5","1,170.4","9,167.7","1,980.0","5,069.9","2,117.7"
"2003","Tampa, FL","320,908","5,733","41","222","1,769","3,701","28,449","6,390","16,715","5,344","1,786.5","12.8","69.2","551.2","1,153.3","8,865.2","1,991.2","5,208.7","1,665.3"
"2004","Tampa, FL","324,704","5,178","30","181","1,413","3,554","24,835","6,077","14,821","3,937","1,594.7","9.2","55.7","435.2","1,094.5","7,648.5","1,871.6","4,564.5","1,212.5"
"2005","Tampa, FL","329,035","4,707","20","210","1,160","3,317","20,271","4,914","12,564","2,793","1,430.5","6.1","63.8","352.5","1,008.1","6,160.7","1,493.5","3,818.4","848.8"
"2006","Tampa, FL","331,487","3,839","25","133","1,211","2,470","18,789","4,451","11,251","3,087","1,158.1","7.5","40.1","365.3","745.1","5,668.1","1,342.7","3,394.1","931.3"
"2007","Tampa, FL","337,220","3,575","28","80","1,205","2,262","16,775","4,221","10,390","2,164","1,060.1","8.3","23.7","357.3","670.8","4,974.5","1,251.7","3,081.1","641.7"
"2008","Tampa, FL","336,911","2,975","27","83","1,056","1,809","15,498","4,098","9,648","1,752","883.0","8.0","24.6","313.4","536.9","4,600.0","1,216.3","2,863.7","520.0"
"2009","Tampa, FL","345,233","2,597","20","80","909","1,588","12,960","3,501","8,098","1,361","752.2","5.8","23.2","263.3","460.0","3,754.0","1,014.1","2,345.7","394.2"
"2010","Tampa, FL","335,709","2,170","27","47","684","1,412","11,453","3,131","7,484","838","646.4","8.0","14.0","203.7","420.6","3,411.6","932.7","2,229.3","249.6"
"2011","Tampa, FL","340,284","2,228","28","58","587","1,555","10,393","2,718","7,042","633","654.7","8.2","17.0","172.5","457.0","3,054.2","798.7","2,069.4","186.0"
"2012","Tampa, FL","350,758","2,162","23","43","573","1,523","9,947","2,476","6,864","607","616.4","6.6","12.3","163.4","434.2","2,835.9","705.9","1,956.9","173.1"
"2013","Tampa, FL","351,314","2,097","28","78","580","1,411","8,823","1,950","6,320","553","596.9","8.0","22.2","165.1","401.6","2,511.4","555.1","1,799.0","157.4"
"2014","Tampa, FL","357,124","2,080","28","62","514","1,476","8,670","1,820","6,355","495","582.4","7.8","17.4","143.9","413.3","2,427.7","509.6","1,779.5","138.6"
"2001","Atlanta, GA","426,511","10,808","144","367","4,341","5,956","41,387","8,731","25,721","6,935","2,534.0","33.8","86.0","1,017.8","1,396.4","9,703.6","2,047.1","6,030.6","1,626.0"
"2002","Atlanta, GA","435,494","9,969","152","276","4,168","5,373","39,482","8,554","23,706","7,222","2,289.1","34.9","63.4","957.1","1,233.8","9,066.0","1,964.2","5,443.5","1,658.3"
"2003","Atlanta, GA","431,043","8,490","148","281","3,701","4,360","38,231","8,065","22,931","7,235","1,969.6","34.3","65.2","858.6","1,011.5","8,869.4","1,871.0","5,319.9","1,678.5"
"2004","Atlanta, GA","430,066","7,921","111","267","3,116","4,427","33,185","6,726","20,703","5,756","1,841.8","25.8","62.1","724.5","1,029.4","7,716.3","1,563.9","4,813.9","1,338.4"
"2005","Atlanta, GA","430,666","7,213","90","223","2,861","4,039","31,397","6,648","18,993","5,756","1,674.8","20.9","51.8","664.3","937.8","7,290.3","1,543.7","4,410.1","1,336.5"
"2006","Atlanta, GA","485,804","7,548","110","171","2,959","4,308","32,231","7,401","18,952","5,878","1,553.7","22.6","35.2","609.1","886.8","6,634.6","1,523.5","3,901.2","1,210.0"
